,BIR_PRJD_ITEM_008,BIR_PRJD_RT_008A,BIR_PRJD_ORIG_PLN,BIR_PRJD_OVERLAY,BIR_PRJD_CURB,BIR_PRJD_DEV_RPAR,BIR_PRJD_WIDENING,BIR_PRJD_PAINTING,BIR_PRJD_SHOP_PLN,BIR_PRJD_OTHER,BIR_PRJD_RE_DECK,BIR_PRJD_FORM_PRJ,BIR_PRJD_DSGN_CLS,BIR_PRJD_YEAR
2125,S022 08235,2,,,,,Y,,,,,F-143(34)-2,H20,1962.0
2126,S022 08235,3,,,,,,,Y,,,9311,,
2127,S022 08235,4,,,,,,,Y,,,10352,,
2128,S022 08441,1,Y,,,,,,,,,F-BHF-22-5(104)-1C,HS20,1983.0
2129,S022 08441,2,,,,,,,Y,,,11391,,1983.0
2130,S023 00718,1,Y,,,,,,,,,S-264(2),T20,1952.0
2131,S023 00718,2,,,,,,,,Y,,STD PLAN 1822-A3-R1,,
2132,S023 00718,3,,,,,,,,Y,,RS-23-2(1011)-4C,HS20,1996.0
2133,S023 01328,1,Y,,,,,,,,,S-264(2),T20,1952.0
2134,S023 01328,2,,,,,,,,Y,,STD PLAN 1822-A2-R1,,
2135,S023 01328,3,,,,,,,,Y,,S-23-2(1012)-7C,HS20,1997.0
2136,S023 04788,1,Y,,,,,,,,,S-60(4),H15,1960.0
2137,S023 04788,2,,,,,,,,Y,,STD PLAN 1822-A3-R2,,
2138,S023 04788,3,,,,,,,,Y,,F-23-2(110)-3C,HS20,1988.0
2139,S023 05016,1,Y,,,,,,,,,F-23-2(1010)-1C,HS20,1990.0
2140,S023 06432,1,Y,,,,,,,,,S-60(6)-1C,,1968.0
2141,S023 06432,2,,,,,,,,Y,,STPD-23-2(116)-1C,HS20,2005.0
2142,S023 08874,1,Y,,,,,,,,,S-176(3)-1,H15,1950.0
2143,S023 08874,2,,,,,,,Y,,,9544,,
2144,S023 08874,3,,,,,,,,Y,,F-23-2(1003)-1,,1978.0
2145,S023 08874,4,,,,,,,Y,,,11060,,
2146,S023 08874,5,,,Y,,,,,,,STPP-23-2(122)-1C,,2003.0
2147,S023 08874,6,,,,,Y,,,Y,,S-23-2(1014)-1,HL93,2012.0
2148,S023 09088,1,Y,,,,,,,,,S-176(3)-1,H15,1950.0
2149,S023 09088,2,,,,,,,Y,,,9544,,
2150,S023 09088,3,,,,,,,,Y,,F-23-2(1003)-1,,1978.0
2151,S023 09088,4,,,,,,,Y,,,11060,,
2152,S023 09088,5,,Y,Y,,,,,,,S-23-2(1014)-3,H15,2012.0
2153,S023 09289,1,Y,,,,,,,,,STP-23-2(124)-1,HL93,2013.0
2154,S023 09303,1,Y,,,,,,,,,297-C,,1933.0
2155,S023 09303,2,,,,,,,,Y,,S-420(4),,1954.0
2156,S023 09443,1,Y,,,,,,,,,ER-S-12(2)-1,H15,1948.0
2157,S023 09443,2,,,,,,,Y,,,9429,,
2158,S023 09443,3,,,Y,,,,,,,F-23-2(1006),,1986.0
2159,S023 09443,4,,,Y,,Y,,,Y,Y,STP-23-2(124)-3,HL93,2013.0
2160,S023 09848,1,Y,,,,,,,,,STPD-23-2(118)-1,HS25,2001.0
2161,S023 10598,1,Y,,,,,,,,,F-BRF-23-2(109)-1,HS20,1986.0
2162,S023 10598,2,,,,,,,Y,,,11698,,1986.0
2163,S023 10837,1,Y,,,,,,,,,F-BRF-23-2(109)ST1310,HS20,1986.0
2164,S023 10837,2,,,,,,,Y,,,11698,,1986.0
2165,S023 10930,1,Y,,,,,,,,,S-420(9),H15,1964.0
2166,S023 11030,1,Y,,,,,,,,,DS-420(6)-1,H15,1958.0
2167,S023 11030,2,,,,,,,Y,,,9970,,
2168,S023 11030,3,,,Y,,,,,,,F-23-2(107)-4C,,1987.0
2169,S023 11189,1,Y,,,,,,,,,S-420(4)-1,H15,1954.0
2170,S023 11189,2,,,,,,,Y,,,9639,,
2171,S023 11464,1,Y,,,,,,,,,NRS-360-1,H15,1934.0
2172,S023 11464,2,,,,,,,Y,,,8758,,
2173,S023 11464,3,,,,,Y,,,,,F-11(7)-1,H20,1961.0
2174,S023 11464,4,,,,,,,Y,,,10253,,
2175,S023 11597,1,Y,,,,,,,,,F-11(7)-2,HS20,1961.0
2176,S023 11597,2,,,,,,,Y,,,10254,,
2177,S023 11956,1,Y,,,,,,,,,NRS-360-4,H15,1934.0
2178,S023 11956,2,,,,,,,Y,,,8761,,
2179,S023 11956,3,,Y,,,Y,,,,,F-11(7)-3,H20,1961.0
2180,S023 11956,4,,,,,,,Y,,,10255,,
2181,S023 12004,1,Y,,,,,,,,,NRS-360-5,H15,1934.0
2182,S023 12004,2,,,,,,,Y,,,8756,,
2183,S023 12004,3,,Y,,,Y,,,,,F-11(7)-4,H20,1961.0
2184,S023 12004,4,,,,,,,Y,,,10257,,
2185,S023 12106,1,Y,,,,,,,,,F-11(4)-1,HS20,1959.0
2186,S023 12106,2,,,,,,,Y,,,10055,,
2187,S023 12549,1,Y,,,,,,,,,F-11(4)-2,H20,1959.0
2188,S023 12549,2,,,,,,,Y,,,10046,,
2189,S023 12549,3,,,Y,,,,,,,F-23-2(108),,1987.0
2190,S023 15546,1,Y,,,,,,,,,F-251(4),H15,1948.0
2191,S023 15546,2,,,,,,,,Y,,1811-J2,,
2192,S023 15546,3,,,,,,,,Y,,F-23-3(1002),HS20,1981.0
2193,S023 15669,1,Y,,,,,,,,,F-251(4),H15,1948.0
2194,S023 15669,2,,,,,,,,Y,,STD PLAN 1811-F2,,
2195,S023 15825,1,Y,,,,,,,,,F-251(4),H15,1948.0
2196,S023 15825,2,,,,,,,,Y,,STD PLAN 1811-F3,,
2197,S023 15825,3,,,,,,,,Y,,STPD-23-3(105),,2009.0
2198,S024 00063,1,Y,,,,,,,,,EACRS-24-6(101)-4C,HS20,1991.0
2199,S024 00144,1,Y,,,,,,,,,S-208(1)-1C,HS20,1967.0
2200,S024 00144,2,,,,,,,,Y,,EACRS-24-6(101)-5C,HS20,1991.0
2201,S024 00220,1,Y,,,,,,,,,S-208(1),T20,1967.0
2202,S024 00220,2,,,,,,,,Y,,STD PLAN 1822-A2-R2,,
2203,S024 00220,3,,,,,,,,Y,,EACRS-24-6(101)-1210,,1991.0
2204,S024 00659,1,Y,,,,,,,,,S-208(1)-1,HS20,1967.0
2205,S024 00659,2,,,,,,,Y,,,10594,,
2206,S024 00659,3,,,,,Y,,,,,EACRS-24-6(101)-1,HS20,1991.0
2207,S024 00659,4,,,,,,,Y,,,12123,,
2208,S024 00659,5,,,,,,,,Y,,STP-24-6(102)-1C,,2011.0
2209,S024 00853,1,Y,,,,,,,,,S-208(1)-2,HS20,1967.0
2210,S024 00853,2,,,,,,,Y,,,10594,,
2211,S024 00853,3,,,,,Y,,,,,EACRS-24-6(101)-2,HS20,1991.0
2212,S024 00853,4,,,,,,,Y,,,12129,,
2213,S024 00853,5,,,,,,,,Y,,STP-24-6(102)-1C,,2011.0
2214,S024 00988,1,Y,,,,,,,,,S-208(1)-3,HS20,1967.0
2215,S024 00988,2,,,,,,,Y,,,10594,,
2216,S024 00988,3,,Y,Y,,,,,,,24(9.88),,1985.0
2217,S024 00988,4,,Y,,,,,,Y,,STP-57-3(107)-3,HS20,2013.0
2218,S025 00256,1,Y,,,,,,,,,S-395(4)-1,HS20,1961.0
2219,S025 00256,2,,,,,,,Y,,,10249,,
2220,S025 00256,3,,,,,,,,Y,,RS-25-1(1004)-1C,,1982.0
2221,S025 00256,4,,Y,,,Y,,,,,S-25-1(1007)-1,HS20,1999.0
2222,S025 01158,1,Y,,,,,,,,,RS-25-1(1005)STD 1308,HS20,1992.0
2223,S025 01215,1,Y,,,,,,,,,RS-25-1(1005)-1,HS20,1992.0
2224,S025 01324,1,Y,,,,,,,,,UNKNOWN,,1949.0
2225,S025 01324,2,,,,,,,,Y,,RS-25-1(1005)5C EXT.,HS20,1992.0
2226,S025 01354,1,Y,,,,,,,,,RS-25-1(1005)-2,HS20,1992.0
2227,S025 01354,5,,,,,,,Y,,,12133,,
2228,S025 01354,6,,,,,,,Y,,,12163,,
2229,S025 01388,1,Y,,,,,,,,,RS-25-1(1005)-3,HS20,1992.0
2230,S025 01388,2,,,,,,,Y,,,12133,,
2231,S025 01388,3,,,,,,,Y,,,12163,,
2232,S025 01447,1,Y,,,,,,,,,328-D-957,,1951.0
2233,S025 02293,1,Y,,,,,,,,,S-647(1)-1,H15,1957.0
2234,S025 02293,2,,,,,Y,,,Y,,S-25-1(1012)-1,,
2235,S025 02348,1,Y,,,,,,,,,S-25-1(1012)-1C,HS20,2003.0
2236,S025 03360,1,Y,,,,,,,,,S-647(10)-3,H15,1957.0
2237,S025 03360,2,,,,,,,Y,,,9830,,
2238,S025 03653,1,Y,,,,,,,,,S-647(1)-4,H15,1957.0
2239,S025 03653,2,,,,,,,Y,,,9829,,
2240,S025 06058,1,Y,,,,,,,,,STD PLAN 1822-A2-R2,,
2241,S025 06058,2,,,,,,,,Y,,RS-25-2(1003)-3C,HS20,1977.0
2242,S025 06058,3,,,,,,,,Y,,EACSTPD-25-1(104)-4C,HS20,1998.0
2243,S025 08198,1,Y,,,,,,,,,FAS-93-A(1)-1C,T20,1941.0
2244,S025 09737,1,Y,,,,,,,,,STR-25-2(1008)-1,HS20,1993.0
2245,S025 09737,2,,,,,,,Y,,,12280,,
2246,S025 09737,3,,,,,,,,Y,,EACSTPD-25-2(107)-2C,HS20,2003.0
2247,S025 09828,1,Y,,,,,,,,,STPD-BR-25-2(103)-1,HS20,2000.0
2248,S025 10306,1,Y,,,,,,,,,S-93(7)-1 ORIG,H20,1967.0
2249,S025 10306,2,,,,,,,Y,,,10555,,
2250,S025 10306,3,,,,,Y,,,,,F-25-2(1004)-1,HS20,1991.0
2251,S025 10306,4,,,,,,,Y,,,12072,,
2252,S025 10331,1,Y,,,,,,,,,S-93(7)-1 ORIG,H20,1967.0
2253,S025 10331,2,,,,,,,Y,,,10555,,
2254,S025 10331,3,,,,,Y,,,,,F-25-2(1004)-2,HS20,1991.0
2255,S025 10331,4,,,,,,,Y,,,12072,,
2256,S025 10441,1,Y,,,,,,,,,STPN-TMT-25-2(105)-2,HS25,2002.0
2257,S025A00095,1,Y,,,,,,,,,S-72(4)-1,H20,1964.0
2258,S025A00095,2,,,,,,,Y,,,10452,,
2259,S025A00095,3,,,Y,,,,,,,STPP-25A-1(101)-1C,HS20,2002.0
2260,S025A00116,1,Y,,,,,,,,,S-72(4)-2,H20,1964.0
2261,S025A00116,2,,,,,,,Y,,,10452,,
2262,S025A00116,3,,,Y,,,,,,,STPP-25A-1(101)-2C,HS20,2002.0
2263,S026 00454,1,Y,,,,,,,,,NH-26-1(149)-1C,HS20,2003.0
2264,S026 00454,2,,,,,,,,Y,,NH-26-1(153),HL93,2010.0
2265,S026 00467,1,Y,,,,,,,,,PLANS NOT AVAILABLE,,
2266,S026 00628,1,Y,,,,,,,,,EACNH-26-1(147)-2C,HS20,2001.0
2267,S026 00628,2,,,,,,,,Y,,NH-26-1(153),HL93,2010.0
2268,S026 01250,1,Y,,,,,,,,,300-C-2S,H15,1932.0
2269,S026 01250,2,,,,,,,Y,,,8573,,
2270,S026 01250,3,,,,,Y,,,,,F-300(10)-1,H15,1955.0
2271,S026 01250,4,,,,,,,Y,,,9707,,
2272,S026 01256,1,Y,,,,,,,,,EACNH-26-1(143)-9C,HS20,1997.0
2273,S026 01367R,1,Y,,,,,,,,,SAB-829,T-20,1927.0
2274,S026 01367R,2,,,,,,,Y,,,9189,,
2275,S026 01367R,3,,,,,Y,,,,,300-K-1,,1939.0
2276,S026 01367R,4,,,,,,,,Y,,S-67-A-1,,1959.0
2277,S026 01477,1,Y,,,,,,,,,F-26-1(106)-3C,HS20,1979.0
2278,S026 01622,1,Y,,,,,,,,,F-26-1(106)-4C,HS20,1979.0
2279,S026 01923,1,Y,,,,,,,,,300-B-8,H-15,1931.0
2280,S026 01923,2,,,,,,,,Y,,F-300-G-4,HS20,1971.0
2281,S026 01923,3,,,,,,,Y,,,8524,,
2282,S026 01923,4,,,,,,,,Y,,F-26-1(106)-7C,HS20,1979.0
2283,S026 01923,5,,,,,,,Y,,,10742,,
2284,S026 02559,1,Y,,,,,,,,,EACNH-26-1(146)-1,HS20,2003.0
2285,S026 02807,1,Y,,,,,,,,,F-236(12),H15,1961.0
2286,S026 02807,2,,,,,,,,Y,,F-26-1(1027)-2C,HS20,1989.0
2287,S026 02807,3,,,,,,,,Y,,EACNH-26-1(155)-3C,,2003.0
2288,S026 03470,1,Y,,,,,,,,,S-26-1(1047)-1,HS25,2001.0
2289,S026 03505,1,Y,,,,,,,,,S-26-1(1047)-1C,HS20,2001.0
2290,S026 03916,1,Y,,,,,,,,,S-26-1(1047)-8C,HS20,2001.0
2291,S026 04114,1,Y,,,,,,,,,S-26-1(1047)-10C,HS20,2001.0
2292,S026 04644,1,Y,,,,,,,,,S-205(1)-1,HS20,1956.0
2293,S026 04644,2,,,,,,,Y,,,9796,,
2294,S026 04644,3,,Y,,,Y,,,,,S-26-1(1043)-1,HS20,2000.0
2295,S026 04791,1,Y,,,,,,,,,BRF-26-1(122)-1,HS20,1987.0
2296,S026 04791,2,,,,,,,Y,,,11735,,1987.0
2297,S026 04791,3,,,Y,,,,,,,S-26-1(1043)-3,,2000.0
2298,S026 05259,1,Y,,,,,,,,,S-154(1)-DIV II-2,H15,1947.0
2299,S026 05259,2,,,,,,,Y,,,9381,,
2300,S026 05259,3,,Y,,,Y,,,,,F-26-1(110)-1,H20,1981.0
2301,S026 05259,4,,,,,,,Y,,,11228,,1981.0
2302,S026 05259,5,,,,,,,,Y,,EACNH-26-1(140)-5C,,1997.0
2303,S026 05259,6,,,,,,,,Y,,STR-26-1(1066)-1C,,2008.0
2304,S026 05259,7,,,,,,,,Y,,RD-26-1(1065),,2012.0
2305,S026 05868,1,Y,,,,,,,,,S-154(1) DIV II-2C,T20,1947.0
2306,S026 05868,2,,,,,,,,Y,,F-26-1(110)-6C,HS20,1981.0
2307,S026 06190,1,Y,,,,,,,,,BRF-385-3(101),HS20,1978.0
2308,S026 06190,2,,Y,,,,,,,,BRF-385-3(101)-1,,1978.0
2309,S026 06190,3,,,,,,,Y,,,11007,,
2310,S026 06190,4,,,,Y,,,,Y,,STR-92-1(1021)-2,,2009.0
2311,S026 06211,1,Y,,,,,,,,,NH-EACSTPN-26-1(136)-2C,HS20,1994.0
2312,S026 06222,1,Y,,,,,,,,,NH-EACSTPN-26-1(136)-1,HS25,1994.0
2313,S026 06723,1,Y,,,,,,,,,FAGH-443(1)-1,H15,1940.0
2314,S026 06723,2,,,,,,,Y,,,9266,,
2315,S026 06723,3,,Y,,,Y,,,,,F-BHF-26-1(128)-1,HS20,1989.0
2316,S026 06723,4,,,,,,,Y,,,11888,,
2317,S026 07080,1,Y,,,,,,,,,FAGH-443(1)-2C,T20,1940.0
2318,S026 07080,2,,,,,,,,Y,,F-BHF-26-1(128)-3C,HS20,1989.0
2319,S026 07252,1,Y,,,,,,,,,FAGH-443(1)-2,H15,1940.0
2320,S026 07252,2,,,,,,,Y,,,9269,,
2321,S026 07252,3,,Y,,,Y,,,,,F-BHF-26-2(128)-2,HS20,1989.0
2322,S026 07462,1,Y,,,,,,,,,FAGH-443(1)-3,H15,1940.0
2323,S026 07462,2,,,,,,,Y,,,9270,,
2324,S026 07462,3,,Y,,,Y,,,,,F-BHF-26-1(128)-3,HS20,1989.0
2325,S026 07871,1,Y,,,,,,,,,FAGH-443(1)-2C,T20,1940.0
2326,S026 07871,2,,,,,,,,Y,,F-BHF-26-1(128)-3C,HS20,1989.0
2327,S026 07975,1,Y,,,,,,,,,82-D(2),H15,1940.0
2328,S026 07975,2,,,,,,,,Y,,F-26-1(1029)-5C,HS20,1991.0
2329,S026 08088,1,Y,,,,,,,,,82-D(2)-5C,T20,1940.0
2330,S026 08088,2,,,,,,,,Y,,F-26-1(1029)-6C-7C,HS20,1991.0
2331,S026 08281,1,Y,,,,,,,,,82-E(1)-2C,T20,1940.0
2332,S026 08281,2,,,,,,,,Y,,F-26-1(1029)-10C,HS20,1991.0
2333,S026 08495,1,Y,,,,,,,,,82-E(1)-3C,T20,1940.0
2334,S026 08495,2,,,,,,,,Y,,F-26-1(1029)-12C,HS20,1991.0
2335,S026 08623,1,Y,,,,,,,,,82-E(1)-4C,T20,1940.0
2336,S026 08623,2,,,,,,,,Y,,F-26-1(1029_13C-14C,HS20,1991.0
2337,S026 08828,1,Y,,,,,,,,,F-26-1(1029)-16C-17C,HS20,1991.0
2338,S026 08975,1,Y,,,,,,,,,UNKNOWN,H15,1940.0
2339,S026 08975,2,,,,,,,,Y,,STD PLAN 1811-E,,
2340,S026 08975,3,,,,,,,,Y,,F-26-1(1030)-3C,HS20,1991.0
2341,S026 09007,1,Y,,,,,,,,,F-26-1(1030)STD 1208-4C,HS20,1991.0
2342,S026 09097,1,Y,,,,,,,,,82-C(2)-1C,T20,1940.0
2343,S026 09097,2,,,,,,,,Y,,F-26-1(1030)-7C,HS20,1991.0
2344,S026 09396,1,Y,,,,,,,,,82-B(2)-1C,T20,1940.0
2345,S026 09396,2,,,,,,,,Y,,F-26-1(1030)-10C,,1991.0
2346,S026 09613,1,Y,,,,,,,,,F-26-1(1030)-11C,HS20,1991.0
2347,S026 09743,1,Y,,,,,,,,,UNKNOWN,,
2348,S026 09743,2,,,,,,,,Y,,STD PLAN 1811-F-3,,
2349,S026 09743,3,,,,,,,,Y,,F-26-1(1030)STD 1308,,1991.0
2350,S026 09841,1,Y,,,,,,,,,82-A(4)-1C,T20,1940.0
2351,S026 09841,2,,,,,,,,Y,,F-26-1(1020)-3C,HS20,1989.0
2352,S026 10469,1,Y,,,,,,,,,STPN-TMT-26-2(151)-2,HS25,2004.0
2353,S026 11031,1,Y,,,,,,,,,UNKNOWN,T20,1940.0
2354,S026 11031,2,,,,,,,,Y,,STD PLAN 1811,,
2355,S026 11580,1,Y,,,,,,,,,249-B(2)-1,H15,1940.0
2356,S026 11580,2,,,,,,,Y,,,9249,,
2357,S026 11926,1,Y,,,,,,,,,249-C(3)-1,H15,1939.0
2358,S026 11926,2,,,,,Y,,,,,26(119.26),,1973.0
2359,S026 11926,3,,,,,,,Y,,,9184,,
2360,S026 11926,4,,,,,,,Y,,,10820,,
2361,S026 11926,5,,Y,,,,,,,,26(119.26),,1975.0
2362,S026 11926,6,,,Y,,,,,,,F-26-2(1005)-1C,,1989.0
2363,S026 11926,7,,Y,,Y,,,,Y,,STR-26-2(1023)-1,,2010.0
2364,S026 11954,1,Y,,,,,,,,,249-C(3)-1,H15,1939.0
2365,S026 11954,2,,,,,Y,,,,,26(119.26),,1973.0
2366,S026 11954,3,,,,,,,Y,,,9184,,
2367,S026 11954,4,,,,,,,Y,,,10820,,
2368,S026 11954,5,,Y,,,,,,,,26(119.26),,1975.0
2369,S026 11954,6,,,Y,,,,,,,F-26-2(1005)-1C,,1989.0
2370,S026 11954,7,,Y,,Y,,,,Y,,STR-26-2(1023)-2,,2010.0
2371,S026 12003,1,Y,,,,,,,,,249-C(2),H15,1939.0
2372,S026 12003,2,,,,,,,,Y,,STD PLAN 1811-F-2,,
2373,S026 12003,3,,,,,,,,Y,,F-26-2(1005)-2C,HS20,1989.0
2374,S026 12282,1,Y,,,,,,,,,82-A(4)-1C,T20,1940.0
2375,S026 12282,2,,,,,,,,Y,,F-26-1(1020)-3C,HS20,1989.0
2376,S026 14648,1,Y,,,,,,,,,NH-26-2(107)-4C-7C,HS20,1999.0
2377,S026 14907,1,,,,,,,,Y,,NH-26-2(111)-1C,HS25,2004.0
2378,S026 15009L,1,Y,,,,,,,,,FG-490(6)-1,HS20,1968.0
2379,S026 15009L,2,,,,,,,Y,,,10642,,
2380,S026 15009L,3,,Y,,,,,,,,26(148.53)-1,,1982.0
2381,S026 15009L,4,,,,,,,Y,,,11331,,1982.0
2382,S026 15009L,5,,,,,,Y,,Y,,AFE-F-104,,1987.0
2383,S026 15009L,6,,,,,,,Y,,,11770,,
2384,S026 15009R,1,Y,,,,,,,,,EACSTPD-26-2(108)-4,HS25,1998.0
2385,S026 15046,1,Y,,,,,,,,,F-490(7)-1 ALT,HS20,1967.0
2386,S026 15046,2,,,,,,,Y,,,10604,,
2387,S026 15046,3,,,,,Y,,,Y,,EACSTPD-26-2(108)-3,HS20,1998.0
2388,S027 09436,1,Y,,,,,,,,,UNKNOWN,,1969.0
2389,S027 10031,1,Y,,,,,,,,,S-553(3)-1,H20,1963.0
2390,S027 10031,2,,,,,,,Y,,,10405,,
2391,S027 10031,3,,,Y,,,,,,,HES-000S(24)-1C,,1985.0
2392,S027 10822,1,Y,,,,,,,,,S-553(3),H15,1963.0
2393,S027 10822,2,,,,,,,,Y,,RS-27-2(101)STD-1310,HS20,1991.0
2394,S027 11745,1,Y,,,,,,,,,S-553(4)-1,HS20,1970.0
2395,S027 11745,2,,,,,,,Y,,,10683,,
2396,S027 11745,3,,Y,,,,,,Y,,STR-27-3(1002)-1C,HS20,2004.0
2397,S027 21050,1,Y,,,,,,,,,DS-62(6)-2,H15,1958.0
2398,S027 21050,2,,,,,,,Y,,,9948,,
2399,S027 21050,3,,,Y,,,,,,,HES-000S(24)-2C,,1985.0
2400,S027 21050,4,,Y,,,Y,,,,,F-27-4(1008)-2,HS25,1994.0
2401,S027 21050,5,,,,,,,Y,,,12368,,
2402,S027 21287,1,Y,,,,,,,,,DS-62(6)-1,H15,1958.0
2403,S027 21287,2,,,,,,,Y,,,9947,,
2404,S027 21287,3,,,,,,,,,,XX,,
2405,S027 21287,4,,Y,,,Y,,,,,F-27-4(1008)-1,HS25,1994.0
2406,S027 21800,1,Y,,,,,,,,,DS-62(6),H15,1958.0
2407,S027 21800,2,,,,,,,,Y,,STD PLAN 1822-A3-R2,,
2408,S027 22386,1,Y,,,,,,,,,F-223(4)-1C,H15,1949.0
2409,S027 22386,2,,,,,,,,Y,,F-27-4(1001),,1978.0
2410,S027 23430,1,Y,,,,,,,,,F-223(5),H15,1951.0
2411,S029 01321,1,Y,,,,,,,,,S-410(2)-1,H15,1955.0
2412,S029 01321,2,,,,,,,Y,,,9709,,
2413,S029 01513,1,Y,,,,,,,,,S-29-3(1006)-3C,HS20,1996.0
2414,S029 02121,1,Y,,,,,,,,,S-410(A)-1,HS20,1972.0
2415,S029 02121,2,,,,,,,Y,,,10783,,
2416,S029 02121,3,,,Y,,,,,,,S-29-3(1006)-7C,HS20,1996.0
2417,S029 02486,1,Y,,,,,,,,,S-410(4)-1C,H15,1963.0
2418,S029 02486,2,,,,,,,,Y,,S-29-3(1006)STD1210,HS20,1996.0
2419,S029 04647,1,Y,,,,,,,,,STPD-29-4(105)-3C,HS20,2006.0
2420,S029 06167,1,Y,,,,,,,,,S-15(2)-1C,H15,1952.0
2421,S029 06167,2,,,,,,,,Y,,STPD-29-4(104)-4C,HS20,2004.0
2422,S029 06344,1,Y,,,,,,,,,S-15(2),H15,1952.0
2423,S029 06344,2,,,,,,,,Y,,STPD-29-4(104)-5C,HS20,2004.0
2424,S029 06742,1,Y,,,,,,,,,S-15(2),H15,1952.0
2425,S029 06742,2,,,,,,,,Y,,STPD-29-4(104)-6C,HS20,2004.0
2426,S030 00125,1,Y,,,,,,,,,316-A,T20,1931.0
2427,S030 00591,1,Y,,,,,,,,,RS-BRS-30-1(111)-1,HS20,1991.0
2428,S030 00591,2,,,,,,,Y,,,12122,,
2429,S030 00920,1,Y,,,,,,,,,RS-BRS-30-1(111)-2,HS20,1991.0
2430,S030 00938,1,Y,,,,,,,,,RS-BRS-30(111)STD 1308,HS20,1991.0
2431,S030 01221,1,Y,,,,,,,,,UNKNOWN,,
2432,S030 01221,2,,,,,,,,Y,,RS-30-1(1007)STD.1208,HS20,1990.0
2433,S030 01816,1,Y,,,,,,,,,RS-30-1(1007)STD 1310,HS20,1990.0
2434,S030 01931,1,Y,,,,,,,,,NRH-186-A-2,H15,1933.0
2435,S030 01931,2,,,,,,,Y,,,8732,,
2436,S030 01931,3,,,,,Y,,,Y,,BHS-30-1(108)-1,HS20,1990.0
2437,S030 01931,4,,,,,,,Y,,,12005,,
2438,S030 03162,1,Y,,,,,,,,,FA-147-B,,1932.0
2439,S030 03162,2,,,,,,,,Y,,F-30-1(1004)-7C,HS20,1978.0
2440,S030 03703,1,Y,,,,,,,,,I-316(9),HS20,1955.0
2441,S030 03981,1,Y,,,,,,,,,STPD-30-1(123)-1,HS25,1999.0
2442,S030 04044,1,Y,,,,,,,,,149-E,,1930.0
2443,S030 04044,2,,,,,,,,Y,,SN-FA-149-E(3)-2C,H15,1944.0
2444,S030 04044,3,,,,,,,,Y,,STD PLAN 1822-F2,,
2445,S030 04184,1,Y,,,,,,,,,SN-FA-149-E(3)-3R,H-20,1944.0
2446,S030 04184,2,,,,,,,Y,,,9336,,
2447,S030 04184,3,,,Y,,,,,,,HES-30-1(114),,1985.0
2448,S030 04184,4,,,,,Y,,,,,STPD-30-1(123)-2,HS20,1999.0
2449,S030 04410,1,Y,,,,,,,,,SN-FA-149-E(3)-4C,HS20,1944.0
2450,S030 04505,1,Y,,,,,,,,,SN-FA-149-E-5C,HS20,1944.0
2451,S030 04705,1,Y,,,,,,,,,SN-FA-149-E(3)-6C,HS20,1944.0
2452,S030 05011,1,Y,,,,,,,,,SN-FA-149-D(4)-1C,HS20,1944.0
2453,S030 05445,1,Y,,,,,,,,,SN-FA-149-D(4)-1C,HS20,1944.0
2454,S030 05445,2,,,,,,,,Y,,STP-30-1(124)STD 1304-1C,,1992.0
2455,S030 05806,1,Y,,,,,,,,,STP-30-1(124)-4C,HS20,1992.0
2456,S030 05983,1,Y,,,,,,,,,F-30-1(119),E-80,1987.0
2457,S030 05983,2,,,,,,,Y,,,11766,,
2458,S030 06096,1,Y,,,,,,,,,FFG-130(20)-2,HS20,1976.0
2459,S030 06096,2,,,,,,,Y,,,10931,,
2460,S030 06096,3,,Y,,,,,,Y,,STR-30-1(1030)-1,,2009.0
2461,S030 06127,1,Y,,,,,,,,,SP-149-B-2,T20,1927.0
2462,S030 06127,2,,,,,,,,Y,,EACSTPD-30-1(121)-2C,,2004.0
2463,S030 06360,1,Y,,,,,,,,,149-C,T20,1932.0
2464,S030 06360,2,,,,,,,Y,,,8619,,
2465,S030 06360,3,,,,,Y,,,,,F-149(24)-3,H15,1973.0
2466,S030 06360,4,,,,,,,Y,,,10839,,
2467,S030 06360,5,,,Y,,,,,,,HES-30-1(114),,1985.0
2468,S030 06360,6,,,,,,,Y,,,10839,,
2469,S030 06360,7,,,Y,,,,,,,HES-30-1(114),,1985.0
2470,S030 06360,8,,,,,,,,Y,,OM AD 36(16),HS20,1989.0
2471,S030 06360,9,,,,,,,Y,,,11920,,
2472,S030 06360,10,,,Y,,,,,,,EACSTPD-30-1(121)-1C,,2004.0
2473,S030 06508,1,Y,,,,,,,,,149-F-1,T20,1932.0
2474,S030 06508,2,,,,,,,,Y,,149(24)-2,,1973.0
2475,S030 06508,3,,,Y,,,,,,,HES-30-1(114),,1985.0
2476,S030 06644,1,Y,,,,,,,,,149-F,H15,1932.0
2477,S030 06644,2,,,,,,,,Y,,EACSTPD-30-1(121)-2C,,2004.0
2478,S030 06939,1,Y,,,,,,,,,149-F,H15,1932.0
2479,S030 06939,2,,,,,,,,Y,,EACSTPD-30-1(121)-2C,,2004.0
2480,S030 07275,1,Y,,,,,,,,,149-C,T20,1932.0
2481,S030 07275,2,,,,,,,Y,,,8619,,
2482,S030 07275,3,,,,,Y,,,,,F-149(24)-3,H15,1973.0
2483,S030 07275,4,,,,,,,Y,,,10839,,
2484,S030 07275,5,,,Y,,,,,,,HES-30-1(114),,1985.0
2485,S030 07275,6,,,Y,,,,,,,EACSTPD-30-1(121)-3C,,2004.0
