structureNumber,intervention
S071 07037,No
S071 07320,No
S071 11336,Yes
S071 11727,Yes
S071 11957,Yes
S071 11957,Yes
S071 13199,Yes
S071 13199,Yes
S071 13199,Yes
S071 13373,Yes
S071 13373,Yes
S071 13773,Yes
S071 13773,Yes
S071 13826R,Yes
S071 13924,Yes
S071 13924,Yes
S071 14032,Yes
S071 14032,Yes
S071 14117,Yes
S071 14117,Yes
S071 14205,Yes
S071 14205,Yes
S071 14237,Yes
S071 14237,Yes
S071 14523,Yes
S071 14523,Yes
S071 14755,Yes
S071 14755,Yes
S073 00222,No
S073 00234,No
S073 00248,No
S073 00265,No
S073 00292,No
S073 00299,No
S073 00350,No
S073 00687,Yes
S073 00687,Yes
S073 00712,No
S073 00712,No
S073 00726,No
S073 00726,No
S073 01004,Yes
S073 01004,Yes
S073 01004,Yes
S073 01103,No
S073 01103,No
S073 01232,No
S073 01232,No
S073 01402,No
S073 01571,No
S073 01571,No
S073 01612,No
S073 01612,No
S074 00774,Yes
S074 00774,Yes
S074 01340,Yes
S074 01340,Yes
S074 01898,Yes
S074 01898,Yes
S074 02115,No
S074 03030,No
S074 03502,No
S074 03502,No
S074 03949,No
S074 03949,No
S074 05336,No
S074 05418,No
S074 06114,No
S074 07174,Yes
S074 07174,Yes
S074 07506,No
S075 00127,Yes
S075 00127,Yes
S075 00472,No
S075 00472,No
S075 00546,Yes
S075 00546,Yes
S075 00596,Yes
S075 00596,Yes
S075 00871,No
S075 00871,No
S075 00871,No
S075 01302,No
S075 01302,No
S075 01302,No
S075 01302,No
S075 01512,No
S075 01512,No
S075 01684,No
S075 01684,No
S075 01884,No
S075 01884,No
S075 02834,Yes
S075 02834,Yes
S075 02834,Yes
S075 02868,Yes
S075 02868,Yes
S075 02880,Yes
S075 02880,Yes
S075 02894,Yes
S075 02894,Yes
S075 02895,No
S075 02919,Yes
S075 02920,No
S075 02935,No
S075 02937,Yes
S075 02937,Yes
S075 03588,Yes
S075 04418,Yes
S075 04736,No
S075 04736L,Yes
S075 04848,No
S075 04848A,Yes
S075 04848L,Yes
S075 04848R,Yes
S075 04848R,Yes
S075 04848R,Yes
S075 04868L,Yes
S075 04896,Yes
S075 04939,No
S075 05194,Yes
S075 05194,Yes
S075 05194,Yes
S075 05309,Yes
S075 05309,Yes
S075 05309,Yes
S075 05774,Yes
S075 05774,Yes
S075 05774,Yes
S075 05807,Yes
S075 05807,Yes
S075 05807,Yes
S075 05834,Yes
S075 05834,Yes
S075 05834,Yes
S075 07234,Yes
S075 07234,Yes
S075 07234,Yes
S075 07234,Yes
S075 07484,Yes
S075 07484,Yes
S075 07484,Yes
S075 07484,Yes
S075 07543L,Yes
S075 07543L,Yes
S075 07543L,Yes
S075 07543L,Yes
S075 07543R,No
S075 07543R,No
S075 07559,No
S075 07559,No
S075 07630L,Yes
S075 07630L,Yes
S075 07630L,Yes
S075 07630R,No
S075 07630R,No
S075 07630R,No
S075 07698L,No
S075 07698L,No
S075 07698R,No
S075 07916,Yes
S075 07920,No
S075 07926A,No
S075 07937,No
S075 07937,No
S075 07937,No
S075 07939,No
S075 07991,No
S075 07991,No
S075 08003L,Yes
S075 08003R,Yes
S075 08011,Yes
S075 08037L,Yes
S075 08037R,Yes
S075 08173,No
S075 08173A,No
S075 08173L,No
S075 08192L,No
S075 08192R,No
S075 08248L,No
S075 08248R,No
S075 08323,Yes
S075 08323,Yes
S075 08344,No
S075 08444,Yes
S075 08495L,No
S075 08495R,No
S075 08580L,No
S075 08580R,No
S075 08663,No
S075 08682,No
S075 08730L,Yes
S075 08730L,Yes
S075 08730L,Yes
S075 08730R,Yes
S075 08730R,Yes
S075 08730R,Yes
S075 08766,Yes
S075 08766,Yes
S075 08766,Yes
S075 08784L,No
S075 08784R,No
S075 09074,Yes
S075 09076,Yes
S075 09084,Yes
S075 09102,Yes
S075 09102,Yes
S075 09102,Yes
S075 09102A,Yes
S075 09102B,Yes
S075 09102C,Yes
S075 09102D,Yes
S075 09106,Yes
S075 09109L,Yes
S075 09109R,Yes
S075 09137,Yes
S075 09137,Yes
S075 09137,Yes
S075 09137,Yes
S075 09169,Yes
S075 09169,Yes
S075 09202,No
S075 09233,No
S075 09233,No
S075 09255,No
S075 09255,No
S075 09280,No
S075 09280,No
S075 09302,No
S075 09302,No
S075 09327,No
S075 09327,No
S075 09341,No
S075 09341,No
S075 09354A,No
S075 09354A,No
S075 10299,No
S075 10742,Yes
S075 10742,Yes
S075 10742,Yes
S075 10985,Yes
S075 10985,Yes
S075 10985,Yes
S075 11457,No
S075 11457,No
S075 11560,Yes
S075 11877,No
S075 11877,No
S075 11925,Yes
S075 12252,Yes
S075 12479,Yes
S075 12479,Yes
S075 12479,Yes
S075 12479,Yes
S075 12533,Yes
S075 12533,Yes
S075 12533,Yes
S075 12649,No
S075 12935,No
S075 12935,No
S075 12957,No
S075 13280,Yes
S075 13280,Yes
S075 13280,Yes
S075 13377,No
S075 13601,No
S075 13601,No
S075 13601,No
S075 14314,No
S075 14855,Yes
S075 14855,Yes
S075 15000,Yes
S075 15730,Yes
S075 15781,No
S075 15781,No
S075 15781,No
S075 16302,No
S075 16302,No
S075 16807,No
S075 17062,No
S075 17062,No
S075 17193,Yes
S075 17193,Yes
S075 17596,No
S075 17596,No
S075 17750,Yes
S075 17750,Yes
S075 17750,Yes
S075 17750,Yes
S075 18205L,No
S075 18205L,No
S075 18205R,No
S075A00108,Yes
S076 00126L,Yes
S076 00126L,Yes
S076 00126L,Yes
S076 00126L,Yes
S076 00126R,Yes
S076 00126R,Yes
S076 00126R,Yes
S076 00126R,Yes
S076 00176,No
S077 00107,No
S077 00107,No
S077 00199,No
S077 00199,No
S077 00775,Yes
S077 00775,Yes
S077 00775,Yes
S077 00938,Yes
S077 01143,Yes
S077 01143,Yes
S077 01829,No
S077 02097,Yes
S077 02160,Yes
S077 02160,Yes
S077 02160,Yes
S077 02160,Yes
S077 02364,Yes
S077 02364,Yes
S077 02364,Yes
S077 02364,Yes
S077 02364,Yes
S077 03005,No
S077 03075,Yes
S077 03075,Yes
S077 03378L,Yes
S077 03378L,Yes
S077 03378R,Yes
S077 03378R,Yes
S077 03928L,Yes
S077 03928R,Yes
S077 04398,Yes
S077 05006L,Yes
S077 05006R,Yes
S077 05024L,Yes
S077 05024R,Yes
S077 05074,No
S077 05074,No
S077 05099,Yes
S077 05665L,Yes
S077 05665L,Yes
S077 05665R,Yes
S077 05665R,Yes
S077 05665R,Yes
S077 05693L,Yes
S077 05693L,Yes
S077 05693R,Yes
S077 05693R,Yes
S077 05693R,Yes
S077 05755,No
S077 05761L,No
S077 05761R,No
S077 05761R,No
S077 05776L,No
S077 05776R,No
S077 05776R,No
S077 05831,No
S077 05831,No
S077 06027,No
S077 06027,No
S077 06027A,Yes
S077 06027B,Yes
S077 06027L,No
S077 06064L,No
S077 06064R,Yes
S077 06134,No
S077 06152,No
S077 06176,Yes
S077 06205L,Yes
S077 06205L,Yes
S077 06205R,Yes
S077 06205R,Yes
S077 06205R,Yes
S077 06232L,Yes
S077 06232L,Yes
S077 06232R,Yes
S077 06232R,Yes
S077 06232R,Yes
S077 06274L,No
S077 06274R,No
S077 06431,No
S077 06991,No
S077 06991,No
S077 07899L,Yes
S077 07899R,Yes
S077 08008,Yes
S077 08039L,Yes
S077 08039R,Yes
S077 08048L,Yes
S077 08048R,Yes
S077 08066L,Yes
S077 08066R,Yes
S077 08081L,Yes
S077 08081R,Yes
S077 08606L,Yes
S077 08606R,Yes
S077 09205,Yes
S077 09234,Yes
S077 09410,No
S077 09410,No
S077 09410,No
S077 09791,Yes
S077 09791,Yes
S077 09791,Yes
S077 09791,Yes
S077 09993,Yes
S077 09993,Yes
S077 10726,Yes
S077 11144,Yes
S077 11144,Yes
S077 11185,No
S077 11185,No
S077 11185,No
S077 11185,No
S077 11185,No
S077 11368,No
S077 11368,No
S077 11368,No
S077 11540,Yes
S077 11601,Yes
S077 11803,Yes
S077 12165,Yes
S077 12173L,Yes
S077 12173R,Yes
S077 12219L,Yes
S077 12219R,Yes
S077 12359,Yes
S077 12497,Yes
S077 12541,No
S077 12546,No
S077 12546,No
S077 12668,Yes
S077 12668,Yes
S077 12685,Yes
S077 12685,Yes
S077 12685,Yes
S077 12752,Yes
S077 12752,Yes
S077 12752,Yes
S077 13643,No
S077 13643,No
S077 14011,No
S077 14011,No
S077 14011,No
S077 14731,No
S077 14731,No
S077 14731,No
S077 16180,No
S077 16180,No
S077 16309,No
S077 16309,No
S077 16541,No
S077 16541,No
S077 16671,No
S077 16945,No
S077 16945,No
S077 18870,No
S077 18870,No
S077A00022,No
S077E06134,No
S078 00132,No
S078 00354,No
S078 00354,No
S078 00402,No
S078 00402,No
S078 00423,No
S078 00423,No
S078 00461,No
S078 00461,No
S078 00566,No
S078 01091,Yes
S079 00206,Yes
S079 00448,Yes
S079 00448,Yes
S079 00448,Yes
S079 00468,Yes
S079 00468,Yes
S079 00480,Yes
S079 00480,Yes
S079 00690,Yes
S079 00690,Yes
S079 00813,No
S079 00948,Yes
S079 00948,Yes
S079 00948,Yes
S079 01252,Yes
S079 01252,Yes
S079 01252,Yes
S079 01404,No
S079 01404,No
S079 01404,No
S079 02159,Yes
S079 02159,Yes
S079 02159,Yes
S079 02159,Yes
S079 02447,No
S079 02447,No
S079 02719,Yes
S079 02719,Yes
S079 02719,Yes
S079 03048,Yes
S079 03048,Yes
S079 03048,Yes
S079 03108,Yes
S079 03108,Yes
S079 03108,Yes
S079 03396,No
S079 03459,Yes
S079 03459,Yes
S079 03459,Yes
S079 03977,No
S079 04137,No
S079 04229,Yes
S079 04229,Yes
S079 04229,Yes
S079 04291,No
S079 04291,No
S079 04389,Yes
S079 04446,Yes
S079 04495,Yes
S079 04696,Yes
S079 04748,Yes
S079 05122,Yes
S079 05257,Yes
S079 05257,Yes
S079 05622,Yes
S079 05622,Yes
S079 05979,Yes
S079 05979,Yes
S080 00048,Yes
S080 00048,Yes
S080 00048,Yes
S080 00048,Yes
S080 00526L,Yes
S080 00526L,Yes
S080 00526L,Yes
S080 00526R,Yes
S080 00526R,Yes
S080 00526R,Yes
S080 00648L,Yes
S080 00648L,Yes
S080 00648L,Yes
S080 00648R,Yes
S080 00648R,Yes
S080 00648R,Yes
S080 00846,Yes
S080 00846,Yes
S080 00846,Yes
S080 00846,Yes
S080 01346,No
S080 01762,No
S080 02071L,Yes
S080 02071L,Yes
S080 02071L,Yes
S080 02071L,Yes
S080 02071L,Yes
S080 02071L,Yes
S080 02071R,Yes
S080 02071R,Yes
S080 02071R,Yes
S080 02071R,Yes
S080 02071R,Yes
S080 02071R,Yes
S080 02269L,Yes
S080 02269L,Yes
S080 02269L,Yes
S080 02269L,Yes
S080 02269L,Yes
S080 02269R,Yes
S080 02269R,Yes
S080 02269R,Yes
S080 02269R,Yes
S080 02269R,Yes
S080 02269R,Yes
S080 02474,Yes
S080 02474,Yes
S080 02775,Yes
S080 02775,Yes
S080 02842,No
S080 02976,Yes
S080 02976,Yes
S080 02976,Yes
S080 02976,Yes
S080 02976,Yes
S080 03052,No
S080 03052,No
S080 03171,No
S080 03378,No
S080 03378,No
S080 03471,No
S080 03563,No
S080 03683,No
S080 03896L,Yes
S080 03896L,Yes
S080 03896L,Yes
S080 03896R,Yes
S080 03896R,Yes
S080 03896R,Yes
S080 04193,No
S080 04376,No
S080 04396,No
S080 04459,No
S080 04882,Yes
S080 04882,Yes
S080 04882,Yes
S080 05035L,No
S080 05035R,Yes
S080 05035R,Yes
S080 05420L,Yes
S080 05420L,Yes
S080 05420R,Yes
S080 05420R,Yes
S080 05420R,Yes
S080 05466L,Yes
S080 05466L,Yes
S080 05466R,Yes
S080 05466R,Yes
S080 05537,Yes
S080 05537,Yes
S080 05537,Yes
S080 05545L,No
S080 05549,No
S080 05553R,No
S080 05620L,Yes
S080 05620L,Yes
S080 05620R,Yes
S080 05620R,Yes
S080 05864L,Yes
S080 05864L,Yes
S080 05864L,Yes
S080 05864R,Yes
S080 05864R,Yes
S080 05992L,Yes
S080 05992L,Yes
S080 05992L,Yes
S080 05992R,Yes
S080 05992R,Yes
S080 06462,Yes
S080 06462,Yes
S080 06763,Yes
S080 06763,Yes
S080 06963,Yes
S080 06963,Yes
S080 06963,Yes
S080 06963,Yes
S080 07164,No
S080 07365,No
S080 07661L,Yes
S080 07661L,Yes
S080 07661L,Yes
S080 07661R,Yes
S080 07661R,Yes
S080 07661R,Yes
S080 07690L,Yes
S080 07690L,Yes
S080 07690L,Yes
S080 07690L,Yes
S080 07690R,Yes
S080 07690R,Yes
S080 07690R,Yes
S080 08067,No
S080 08079,No
S080 08110,No
S080 08236,No
S080 08236,No
S080 08295L,Yes
S080 08295L,Yes
S080 08295L,Yes
S080 08295R,Yes
S080 08295R,Yes
S080 08295R,Yes
S080 08355,No
S080 08434,No
S080 08522,Yes
S080 08522,Yes
S080 08522,Yes
S080 08522,Yes
S080 08522,Yes
S080 08804L,Yes
S080 08804L,Yes
S080 08804L,Yes
S080 08804L,Yes
S080 08804R,Yes
S080 08804R,Yes
S080 08804R,Yes
S080 08804R,Yes
S080 08880L,Yes
S080 08880L,Yes
S080 08880L,Yes
S080 08880L,Yes
S080 08880L,Yes
S080 08880L,Yes
S080 08880R,Yes
S080 08880R,Yes
S080 08880R,Yes
S080 08880R,Yes
S080 08880R,Yes
S080 08880R,Yes
S080 09068,No
S080 09343,No
S080 09502,Yes
S080 09502,Yes
S080 09502,Yes
S080 09700L,Yes
S080 09700L,Yes
S080 09700L,Yes
S080 09700L,Yes
S080 09700R,Yes
S080 09700R,Yes
S080 09700R,Yes
S080 09700R,Yes
S080 10116,No
S080 10116L,No
S080 10116R,No
S080 10119L,Yes
S080 10119L,Yes
S080 10119L,Yes
S080 10119L,Yes
S080 10119L,Yes
S080 10119R,Yes
S080 10119R,Yes
S080 10119R,Yes
S080 10119R,Yes
S080 10119R,Yes
S080 10202L,Yes
S080 10202L,Yes
S080 10202L,Yes
S080 10202L,Yes
S080 10202R,Yes
S080 10202R,Yes
S080 10202R,Yes
S080 10202R,Yes
S080 10259L,Yes
S080 10259L,Yes
S080 10259R,No
S080 10259R,No
S080 10259R,No
S080 10427,Yes
S080 10736,Yes
S080 10736,Yes
S080 10736,Yes
S080 10932,No
S080 11185,No
S080 11445,No
S080 11725,Yes
S080 12163,Yes
S080 12163,Yes
S080 12255L,Yes
S080 12255R,Yes
S080 12540,No
S080 12600,No
S080 12600,No
S080 12669,Yes
S080 12691,No
S080 12691,No
S080 12794,No
S080 12794,No
S080 12996,No
S080 13397,Yes
S080 13397,Yes
S080 13397,Yes
S080 13578,Yes
S080 13578,Yes
S080 13702,Yes
S080 13702,Yes
S080 13836,Yes
S080 13836,Yes
S080 13907,No
S080 14033L,Yes
S080 14033L,Yes
S080 14033L,Yes
S080 14033R,Yes
S080 14033R,Yes
S080 14033R,Yes
S080 14114,Yes
S080 14114,Yes
S080 14567,Yes
S080 14567,Yes
S080 14567,Yes
S080 14567,Yes
S080 14602L,No
S080 14602L,No
S080 14602R,No
S080 14602R,No
S080 14918,No
S080 15551,No
S080 15749,Yes
S080 15749L,No
S080 15749L,No
S080 15749R,No
S080 15803L,No
S080 15803L,No
S080 15803L,No
S080 15803R,No
S080 15803R,No
S080 15803R,No
S080 16152,No
S080 16453,Yes
S080 16962,No
S080 17372,No
S080 17718,Yes
S080 17719,Yes
S080 17770L,No
S080 17770L,No
S080 17770L,No
S080 17770R,No
S080 17770R,No
S080 17770R,No
S080 17922,No
S080 17975,No
S080 18049,Yes
S080 18049,Yes
S080 18049,Yes
S080 18181L,Yes
S080 18181L,Yes
S080 18181L,Yes
S080 18181L,Yes
S080 18181L,Yes
S080 18181R,Yes
S080 18181R,Yes
S080 18181R,Yes
S080 18181R,Yes
S080 18181R,Yes
S080 18257,No
S080 18470L,No
S080 18470L,No
S080 18470L,No
S080 18470L,No
S080 18470R,No
S080 18470R,No
S080 18470R,No
S080 18470R,No
S080 18494,No
S080 19045,Yes
S080 19045,Yes
S080 19045,Yes
S080 19243,No
S080 19679,No
S080 19784,No
S080 19784,No
S080 19900,No
S080 19900,No
S080 20100L,Yes
S080 20100L,Yes
S080 20100L,Yes
S080 20100L,Yes
S080 20100R,Yes
S080 20100R,Yes
S080 20100R,Yes
S080 20100R,Yes
S080 20310,No
S080 20375,Yes
S080 20376,Yes
S080 20376L,No
S080 20376L,No
S080 20376L,No
S080 20376R,No
S080 20376R,No
S080 20376R,No
S080 20705,No
S080 21005,No
S080 21005,No
S080 21088L,Yes
S080 21088L,Yes
S080 21088L,Yes
S080 21088L,Yes
S080 21088L,Yes
S080 21088L,Yes
S080 21088R,Yes
S080 21088R,Yes
S080 21088R,Yes
S080 21088R,Yes
S080 21088R,Yes
S080 21088R,Yes
S080 21180,Yes
S080 21180,Yes
S080 21180,Yes
S080 21180,Yes
S080 21180,Yes
S080 21627L,No
S080 21627L,No
S080 21627L,No
S080 21627R,Yes
S080 21627R,Yes
S080 21627R,Yes
S080 21733,No
S080 21735,No
S080 21848L,No
S080 21848L,No
S080 21848L,No
S080 21848L,No
S080 21848L,No
S080 21848R,No
S080 21848R,No
S080 21848R,No
S080 21848R,No
S080 21848R,No
S080 22067,No
S080 22125,No
S080 22125,No
S080 22189,Yes
S080 22189,Yes
S080 22225L,No
S080 22225L,No
S080 22225R,No
S080 22225R,No
S080 22249,No
S080 22527L,No
S080 22527L,No
S080 22527R,No
S080 22527R,No
S080 22866,No
S080 23113,Yes
S080 23113,Yes
S080 23113,Yes
S080 23457,No
S080 23722,Yes
S080 23722,Yes
S080 24007,Yes
S080 24007,Yes
S080 24347,Yes
S080 24347,Yes
S080 24347,Yes
S080 24856,Yes
S080 24856,Yes
S080 24856,Yes
S080 24856,Yes
S080 24982L,Yes
S080 24982L,Yes
S080 24982L,Yes
S080 24982R,Yes
S080 24982R,Yes
S080 24982R,Yes
S080 25059,Yes
S080 25059,Yes
S080 25237,Yes
S080 25237,Yes
S080 25451L,Yes
S080 25451L,Yes
S080 25451L,Yes
S080 25451R,Yes
S080 25451R,Yes
S080 25451R,Yes
S080 25461,Yes
S080 25461,Yes
S080 25704,Yes
S080 25850L,No
S080 25850L,No
S080 25850L,No
S080 25850R,No
S080 25850R,No
S080 25850R,No
S080 25908,No
S080 25947L,No
S080 25947L,No
S080 25947L,No
S080 25947R,No
S080 25947R,No
S080 25947R,No
S080 26063L,No
S080 26063L,No
S080 26063L,No
S080 26063R,No
S080 26063R,No
S080 26063R,No
S080 26193,No
S080 26369,Yes
S080 26369,Yes
S080 26369,Yes
S080 26369,Yes
S080 27140,No
S080 27140,No
S080 27264,No
S080 27264,No
S080 27264,No
S080 27265,No
S080 27265,No
S080 27367,No
S080 27675,No
S080 27675,No
S080 27711L,Yes
S080 27711L,Yes
S080 27711L,Yes
S080 27711R,Yes
S080 27711R,Yes
S080 27711R,Yes
S080 27770L,Yes
S080 27770L,Yes
S080 27770L,Yes
S080 27770L,Yes
S080 27770R,Yes
S080 27770R,Yes
S080 27770R,Yes
S080 27770R,Yes
S080 27992,Yes
S080 27992,Yes
S080 27992,Yes
S080 27992,Yes
S080 28566,Yes
S080 28566,Yes
S080 28566,Yes
S080 28566,Yes
S080 28566,Yes
S080 28726,No
S080 28830,No
S080 29038,No
S080 29139L,Yes
S080 29139L,Yes
S080 29139L,Yes
S080 29139L,Yes
S080 29139L,Yes
S080 29139L,Yes
S080 29139R,Yes
S080 29139R,Yes
S080 29139R,Yes
S080 29139R,Yes
S080 29139R,Yes
S080 29139R,Yes
S080 29139R,Yes
S080 29338,No
S080 29906,No
S080 30013,Yes
S080 30013,Yes
S080 30013,Yes
S080 30013,Yes
S080 30465,No
S080 30569,Yes
S080 30569,Yes
S080 30569,Yes
S080 30569,Yes
S080 30569,Yes
S080 30781,No
S080 31102L,No
S080 31102L,No
S080 31102L,No
S080 31102L,No
S080 31102R,No
S080 31102R,No
S080 31102R,No
S080 31102R,No
S080 31128L,Yes
S080 31128L,Yes
S080 31128L,Yes
S080 31128L,Yes
S080 31128L,Yes
S080 31128R,Yes
S080 31128R,Yes
S080 31128R,Yes
S080 31128R,Yes
S080 31128R,Yes
S080 31145L,Yes
S080 31145L,Yes
S080 31145L,Yes
S080 31145L,Yes
S080 31145L,Yes
S080 31145R,Yes
S080 31145R,Yes
S080 31145R,Yes
S080 31145R,Yes
S080 31210,Yes
S080 31210,Yes
S080 31211,Yes
S080 31211,Yes
S080 31263L,Yes
S080 31263L,Yes
S080 31263L,Yes
S080 31263L,Yes
S080 31263L,Yes
S080 31263R,Yes
S080 31263R,Yes
S080 31263R,Yes
S080 31263R,Yes
S080 31263R,Yes
S080 31361L,Yes
S080 31361L,Yes
S080 31361L,Yes
S080 31361L,Yes
S080 31361R,Yes
S080 31361R,Yes
S080 31361R,Yes
S080 31361R,Yes
S080 31414,Yes
S080 31414A,Yes
S080 31446B,Yes
S080 31446L,Yes
S080 31446L,Yes
S080 31446L,Yes
S080 31446L,Yes
S080 31446L,Yes
S080 31446R,Yes
S080 31446R,Yes
S080 31446R,Yes
S080 31446R,Yes
S080 31446R,Yes
S080 31619,No
S080 31817,Yes
S080 32019,No
S080 32219,No
S080 32351,No
S080 32417,Yes
S080 32417,Yes
S080 32617,No
S080 32744L,Yes
S080 32744L,Yes
S080 32744L,Yes
S080 32744R,Yes
S080 32744R,Yes
S080 32744R,Yes
S080 32793L,Yes
S080 32793L,Yes
S080 32793L,Yes
S080 32793R,Yes
S080 32793R,Yes
S080 32793R,Yes
S080 32815L,Yes
S080 32815L,Yes
S080 32815L,Yes
S080 32815R,Yes
S080 32815R,Yes
S080 32815R,Yes
S080 32938L,Yes
S080 32938L,Yes
S080 32938L,Yes
S080 32938R,Yes
S080 32938R,Yes
S080 32938R,Yes
S080 33011,No
S080 33114L,Yes
S080 33114L,Yes
S080 33114L,Yes
S080 33114L,Yes
S080 33114R,Yes
S080 33114R,Yes
S080 33114R,Yes
S080 33114R,Yes
S080 33144L,Yes
S080 33144L,Yes
S080 33144L,Yes
S080 33144R,Yes
S080 33144R,Yes
S080 33144R,Yes
S080 33218,Yes
S080 33218,Yes
S080 33218,Yes
S080 33318,No
S080 33515,No
S080 33615,No
S080 33677,No
S080 33815,Yes
S080 33815,Yes
S080 33815,Yes
S080 34015,No
S080 34201,No
S080 34201L,No
S080 34201R,No
S080 34214,No
S080 34214,No
S080 34413,No
S080 34513,No
S080 34714,No
S080 34812,Yes
S080 34812,Yes
S080 35113,No
S080 35113,No
S080 35213,Yes
S080 35213,Yes
S080 35312,Yes
S080 35312,Yes
S080 35313,Yes
S080 35313,Yes
S080 35313,Yes
S080 35313,Yes
S080 35415,No
S080 35714,No
S080 35815,No
S080 36014,Yes
S080 36014,Yes
S080 36014,Yes
S080 36014,Yes
S080 36014,Yes
S080 36153L,Yes
S080 36153L,Yes
S080 36153L,Yes
S080 36153L,Yes
S080 36153R,Yes
S080 36153R,Yes
S080 36153R,Yes
S080 36153R,Yes
S080 36212,Yes
S080 36212,Yes
S080 36314L,Yes
S080 36314L,Yes
S080 36314L,Yes
S080 36314R,Yes
S080 36314R,Yes
S080 36314R,Yes
S080 36413,Yes
S080 36413,Yes
S080 36616,Yes
S080 36616,Yes
S080 36616,Yes
S080 36684L,No
S080 36684L,No
S080 36684L,No
S080 36684L,No
S080 36684R,No
S080 36684R,No
S080 36684R,No
S080 36684R,No
S080 36747,No
S080 36915,Yes
S080 36915,Yes
S080 36915,Yes
S080 36915,Yes
S080 36915,Yes
S080 36915,Yes
S080 37055,Yes
S080 37055L,No
S080 37055L,No
S080 37055R,No
S080 37055R,No
S080 37114,No
S080 37114,No
S080 37114,No
S080 37165L,No
S080 37165L,No
S080 37165L,No
S080 37165R,No
S080 37165R,No
S080 37165R,No
S080 37312,Yes
S080 37312,Yes
S080 37312,Yes
S080 37312,Yes
S080 37456,No
S080 37512,No
S080 37612,No
S080 37731L,Yes
S080 37731L,Yes
S080 37731L,Yes
S080 37731R,Yes
S080 37731R,Yes
S080 37731R,Yes
S080 37811,No
S080 37911,Yes
S080 37911,Yes
S080 37911,Yes
S080 38012,No
S080 38012,No
S080 38012,No
S080 38062L,Yes
S080 38062L,Yes
S080 38062L,Yes
S080 38062L,Yes
S080 38062R,Yes
S080 38062R,Yes
S080 38062R,Yes
S080 38062R,Yes
S080 38096L,Yes
S080 38096L,Yes
S080 38096L,Yes
S080 38096L,Yes
S080 38096L,Yes
S080 38096R,Yes
S080 38096R,Yes
S080 38096R,Yes
S080 38096R,Yes
S080 38211,Yes
S080 38276,No
S080 38312,No
S080 38413,No
S080 38614L,Yes
S080 38614L,Yes
S080 38614L,Yes
S080 38614R,Yes
S080 38614R,Yes
S080 38614R,Yes
S080 38690,Yes
S080 38690L,No
S080 38690L,No
S080 38690R,No
S080 38690R,No
S080 38738L,Yes
S080 38738L,Yes
S080 38738L,Yes
S080 38738R,Yes
S080 38738R,Yes
S080 38738R,Yes
S080 38814,No
S080 39012,No
S080 39112,No
S080 39165L,Yes
S080 39165L,Yes
S080 39165L,Yes
S080 39165L,Yes
S080 39165L,Yes
S080 39165R,Yes
S080 39165R,Yes
S080 39165R,Yes
S080 39165R,Yes
S080 39165R,Yes
S080 39213,No
S080 39294L,Yes
S080 39294L,Yes
S080 39294L,Yes
S080 39294L,Yes
S080 39294L,Yes
S080 39294R,Yes
S080 39294R,Yes
S080 39294R,Yes
S080 39294R,Yes
S080 39294R,Yes
S080 39312,No
S080 39516,No
S080 39562L,Yes
S080 39562L,Yes
S080 39562L,Yes
S080 39562L,Yes
S080 39562L,Yes
S080 39562R,Yes
S080 39562R,Yes
S080 39562R,Yes
S080 39562R,Yes
S080 39562R,Yes
S080 39680,Yes
S080 39680,Yes
S080 39680,Yes
S080 39680,Yes
S080 39680,Yes
S080 39714,No
S080 39730,No
S080 39730A,No
S080 39731,No
S080 39843,Yes
S080 39843,Yes
S080 39843,Yes
S080 39843,Yes
S080 39843,Yes
S080 39904L,Yes
S080 39904L,Yes
S080 39904L,Yes
S080 39904R,Yes
S080 39904R,Yes
S080 39904R,Yes
S080 39904R,Yes
S080 40066,Yes
S080 40079,Yes
S080 40079,Yes
S080 40105,Yes
S080 40105,Yes
S080 40105,Yes
S080 40105,Yes
S080 40105,Yes
S080 40105,Yes
S080 40105,Yes
S080 40106,Yes
S080 40106,Yes
S080 40106,Yes
S080 40106,Yes
S080 40106,Yes
S080 40106,Yes
S080 40106,Yes
S080 40141,Yes
S080 40202,Yes
S080 40202,Yes
S080 40350,Yes
S080 40375A,Yes
S080 40375L,Yes
S080 40375L,Yes
S080 40375L,Yes
S080 40375L,Yes
S080 40375L,Yes
S080 40375L,Yes
S080 40375R,Yes
S080 40375R,Yes
S080 40375R,Yes
S080 40375R,Yes
S080 40375R,Yes
S080 40414L,No
S080 40414L,No
S080 40414L,No
S080 40414R,No
S080 40414R,No
S080 40414R,No
S080 40429L,No
S080 40429L,No
S080 40429L,No
S080 40429R,No
S080 40429R,No
S080 40429R,No
S080 40436,Yes
S080 40476,Yes
S080 40577L,Yes
S080 40577R,Yes
S080 40677,No
S080 40677,No
S080 40777,Yes
S080 40797L,No
S080 40797L,No
S080 40797L,No
S080 40797R,Yes
S080 40872A,No
S080 40872L,No
S080 40872L,No
S080 40872R,Yes
S080 40877,No
S080 40877,No
S080 40927L,No
S080 40927L,No
S080 40927R,Yes
S080 40977,Yes
S080 40977,Yes
S080 40977,Yes
S080 40977,Yes
S080 40977L,Yes
S080 40977L,Yes
S080 40977L,Yes
S080 40977L,Yes
S080 40977L,Yes
S080 41079,Yes
S080 41079,Yes
S080 41134,Yes
S080 41204L,No
S080 41204L,No
S080 41204R,No
S080 41204R,No
S080 41238,Yes
S080 41336,Yes
